"USD Swaption 6M2Y PY 0.5","USD","6","M","2","Y","PY"," 0.5","USDSWAPTIONVOL6M2YN50.0"
"USD Swaption 6M5Y PY 0.5","USD","6","M","5","Y","PY"," 0.5","USDSWAPTIONVOL6M5YN50.0"
"USD Swaption 2Y5Y PY 0.5","USD","2","Y","5","Y","PY"," 0.5","USDSWAPTIONVOL2Y5YN50.0"
"USD Swaption 3Y2Y PY 0.5","USD","3","Y","2","Y","PY"," 0.5","USDSWAPTIONVOL3Y2YN50.0"
"USD Swaption 3Y5Y PY 0.5","USD","3","Y","5","Y","PY"," 0.5","USDSWAPTIONVOL3Y5YN50.0"
"USD Swaption 1Y2Y PY 1","USD","1","Y","2","Y","PY"," 1","USDSWAPTIONVOL1Y2YN100.0"
"USD Swaption 2Y5Y PY 1","USD","2","Y","5","Y","PY"," 1","USDSWAPTIONVOL2Y5YN100.0"
"USD Swaption 3Y2Y PY 1","USD","3","Y","2","Y","PY"," 1","USDSWAPTIONVOL3Y2YN100.0"
"USD Swaption 3Y5Y PY 1","USD","3","Y","5","Y","PY"," 1","USDSWAPTIONVOL3Y5YN100.0"
"USD Swaption 3Y10Y PY 1","USD","3","Y","10","Y","PY"," 1","USDSWAPTIONVOL3Y10YN100.0"
"USD Swaption 3Y30Y PY 1","USD","3","Y","30","Y","PY"," 1","USDSWAPTIONVOL3Y30YN100.0"
"USD Swaption 5Y2Y PY 1","USD","5","Y","2","Y","PY"," 1","USDSWAPTIONVOL5Y2YN100.0"
"USD Swaption 2Y30Y PY 1","USD","2","Y","30","Y","PY"," 1","USDSWAPTIONVOL2Y30YN100.0"
"USD Swaption 6M2Y PY .75","USD","6","M","2","Y","PY"," .75","USDSWAPTIONVOL6M2YN75.0"
"USD Swaption 3M1Y PY .75","USD","3","M","1","Y","PY"," .75","USDSWAPTIONVOL3M1YN75.0"
"USD Swaption 3M2Y PY .75","USD","3","M","2","Y","PY"," .75","USDSWAPTIONVOL3M2YN75.0"
"USD Swaption 3M5Y PY .75","USD","3","M","5","Y","PY"," .75","USDSWAPTIONVOL3M5YN75.0"
"USD Swaption 6M1Y PY .75","USD","6","M","1","Y","PY"," .75","USDSWAPTIONVOL6M1YN75.0"
"USD Swaption 6M5Y PY .75","USD","6","M","5","Y","PY"," .75","USDSWAPTIONVOL6M5YN75.0"
"USD Swaption 2Y1Y PY .75","USD","2","Y","1","Y","PY"," .75","USDSWAPTIONVOL2Y1YN75.0"
"USD Swaption 2Y2Y PY .75","USD","2","Y","2","Y","PY"," .75","USDSWAPTIONVOL2Y2YN75.0"
"USD Swaption 2Y5Y PY .75","USD","2","Y","5","Y","PY"," .75","USDSWAPTIONVOL2Y5YN75.0"
"USD Swaption 5Y1Y PY .75","USD","5","Y","1","Y","PY"," .75","USDSWAPTIONVOL5Y1YN75.0"
"USD Swaption 5Y5Y PY .75","USD","5","Y","5","Y","PY"," .75","USDSWAPTIONVOL5Y5YN75.0"
"USD Swaption 5Y2Y PY .75","USD","5","Y","2","Y","PY"," .75","USDSWAPTIONVOL5Y2YN75.0"
"USD Swaption 6M1Y  PY 1","USD","6","M","1","Y","PY"," 1","USDSWAPTIONVOL6M1YN100.0"
"USD Swaption 6M2Y  PY 1","USD","6","M","2","Y","PY"," 1","USDSWAPTIONVOL6M2YN100.0"
"USD Swaption 6M5Y  PY 1","USD","6","M","5","Y","PY"," 1","USDSWAPTIONVOL6M5YN100.0"
"USD Swaption 6M10Y PY 1","USD","6","M","10","Y","PY"," 1","USDSWAPTIONVOL6M10YN100.0"
"USD Swaption 6M20Y PY 1","USD","6","M","20","Y","PY"," 1","USDSWAPTIONVOL6M20YN100.0"
"USD Swaption 6M30Y PY 1","USD","6","M","30","Y","PY"," 1","USDSWAPTIONVOL6M30YN100.0"
"USD Swaption 6M1Y PY .25","USD","6","M","1","Y","PY"," .25","USDSWAPTIONVOL6M1YN25.0"
"USD Swaption 6M2Y PY .25","USD","6","M","2","Y","PY"," .25","USDSWAPTIONVOL6M2YN25.0"
"USD Swaption 6M5Y PY .25","USD","6","M","5","Y","PY"," .25","USDSWAPTIONVOL6M5YN25.0"
"USD Swaption 6M1Y PY .50","USD","6","M","1","Y","PY"," .50","USDSWAPTIONVOL6M1YN50.0"
"USD Swaption 6M2Y PY .50","USD","6","M","2","Y","PY"," .50","USDSWAPTIONVOL6M2YN50.0"
"USD Swaption 6M5Y PY .50","USD","6","M","5","Y","PY"," .50","USDSWAPTIONVOL6M5YN50.0"
"USD Swaption 6M1Y PY .75","USD","6","M","1","Y","PY"," .75","USDSWAPTIONVOL6M1YN75.0"
"USD Swaption 6M2Y PY .75","USD","6","M","2","Y","PY"," .75","USDSWAPTIONVOL6M2YN75.0"
"USD Swaption 6M5Y PY .75","USD","6","M","5","Y","PY"," .75","USDSWAPTIONVOL6M5YN75.0"
"USD Swaption 6M1Y PY 1","USD","6","M","1","Y","PY"," 1","USDSWAPTIONVOL6M1YN100.0"
"USD Swaption 6M2Y PY 1","USD","6","M","2","Y","PY"," 1","USDSWAPTIONVOL6M2YN100.0"
"USD Swaption 6M5Y PY 1","USD","6","M","5","Y","PY"," 1","USDSWAPTIONVOL6M5YN100.0"
"USD Swaption 6M20Y PY 1","USD","6","M","20","Y","PY"," 1","USDSWAPTIONVOL6M20YN100.0"
"USD Swaption 6M30Y PY 1","USD","6","M","30","Y","PY"," 1","USDSWAPTIONVOL6M30YN100.0"
"USD Swaption 6M10Y PY 1","USD","6","M","10","Y","PY"," 1","USDSWAPTIONVOL6M10YN100.0"
"USD Swaption 3Y5Y  PY 25","USD","3","Y","5","Y","PY"," 25","USDSWAPTIONVOL3Y5YN25.0"
"USD Swaption 3Y10Y PY 25","USD","3","Y","10","Y","PY"," 25","USDSWAPTIONVOL3Y10YN25.0"
"USD Swaption 3Y20Y PY 25","USD","3","Y","20","Y","PY"," 25","USDSWAPTIONVOL3Y20YN25.0"
"USD Swaption 3Y30Y PY 25","USD","3","Y","30","Y","PY"," 25","USDSWAPTIONVOL3Y30YN25.0"
"USD Swaption 4Y5Y  PY 25","USD","4","Y","5","Y","PY"," 25","USDSWAPTIONVOL4Y5YN25.0"
