"JPY Swaption 1Y30Y  PY 1","JPY","1","Y","30","Y","PY"," 1","JPYSWAPTIONVOL1Y30YN100.0"
"JPY Swaption 1Y15Y  PY 1","JPY","1","Y","15","Y","PY"," 1","JPYSWAPTIONVOL1Y15YN100.0"
"JPY Swaption 1Y2Y   PY 1","JPY","1","Y","2","Y","PY"," 1","JPYSWAPTIONVOL1Y2YN100.0"
"JPY Swaption 2Y30Y  PY 1","JPY","2","Y","30","Y","PY"," 1","JPYSWAPTIONVOL2Y30YN100.0"
"JPY Swaption 2Y15Y  PY 1","JPY","2","Y","15","Y","PY"," 1","JPYSWAPTIONVOL2Y15YN100.0"
"JPY Swaption 2Y5Y   PY 1","JPY","2","Y","5","Y","PY"," 1","JPYSWAPTIONVOL2Y5YN100.0"
"JPY Swaption 2Y1Y   PY 1","JPY","2","Y","1","Y","PY"," 1","JPYSWAPTIONVOL2Y1YN100.0"
"JPY Swaption 3M30Y  PY 1","JPY","3","M","30","Y","PY"," 1","JPYSWAPTIONVOL3M30YN100.0"
"JPY Swaption 3M15Y  PY 1","JPY","3","M","15","Y","PY"," 1","JPYSWAPTIONVOL3M15YN100.0"
"JPY Swaption 3M1Y   PY 1","JPY","3","M","1","Y","PY"," 1","JPYSWAPTIONVOL3M1YN100.0"
"JPY Swaption 5Y15Y  PY 1","JPY","5","Y","15","Y","PY"," 1","JPYSWAPTIONVOL5Y15YN100.0"
"JPY Swaption 6M20Y  PY 1","JPY","6","M","20","Y","PY"," 1","JPYSWAPTIONVOL6M20YN100.0"
"JPY Swaption 6M15Y  PY 1","JPY","6","M","15","Y","PY"," 1","JPYSWAPTIONVOL6M15YN100.0"
"JPY Swaption 6M1Y   PY 1","JPY","6","M","1","Y","PY"," 1","JPYSWAPTIONVOL6M1YN100.0"
"JPY Swaption 6M2Y   PY 1","JPY","6","M","2","Y","PY"," 1","JPYSWAPTIONVOL6M2YN100.0"
"JPY Swaption 1M1Y   PY 1","JPY","1","M","1","Y","PY"," 1","JPYSWAPTIONVOL1M1YN100.0"
"JPY Swaption 1M2Y   PY 1","JPY","1","M","2","Y","PY"," 1","JPYSWAPTIONVOL1M2YN100.0"
"JPY Swaption 1Y2Y  PY 2","JPY","1","Y","2","Y","PY"," 2","JPYSWAPTIONVOL1Y2YN200.0"
"JPY Swaption 1M10Y  PY 1","JPY","1","M","10","Y","PY"," 1","JPYSWAPTIONVOL1M10YN100.0"
"JPY Swaption 1M15Y  PY 1","JPY","1","M","15","Y","PY"," 1","JPYSWAPTIONVOL1M15YN100.0"
